casa,fora,gols_casa,gols_fora,resultado
England,0.0,1.0,0.0,casa
Portugal,0.0,1.0,0.0,casa
Italy,0.0,1.0,0.0,casa
Switzerland,0.0,0.0,0.0,empate
Brazil,0.0,3.0,0.0,casa
Spain,3.0,1.0,3.0,fora
Germany,1.0,1.0,1.0,empate
Italy,0.0,3.0,0.0,casa
England,0.0,0.0,0.0,empate
Brazil,1.0,0.0,1.0,fora
Germany,2.0,0.0,2.0,fora
Portugal,1.0,0.0,1.0,fora
Germany,1.0,3.0,1.0,casa
Italy,1.0,1.0,1.0,empate
South Africa,1.0,1.0,1.0,empate
Uruguay,0.0,0.0,0.0,empate
Korea Republic,0.0,2.0,0.0,casa
Argentina,0.0,1.0,0.0,casa
England,1.0,1.0,1.0,empate
Algeria,1.0,0.0,1.0,fora
Serbia,1.0,0.0,1.0,fora
Germany,0.0,4.0,0.0,casa
Netherlands,0.0,2.0,0.0,casa
Japan,0.0,1.0,0.0,casa
Italy,1.0,1.0,1.0,empate
New Zealand,1.0,1.0,1.0,empate
C�te d'Ivoire,0.0,0.0,0.0,empate
Brazil,1.0,2.0,1.0,casa
Honduras,1.0,0.0,1.0,fora
Spain,1.0,0.0,1.0,fora
South Africa,3.0,0.0,3.0,fora
Argentina,1.0,4.0,1.0,casa
Greece,1.0,2.0,1.0,casa
France,2.0,0.0,2.0,fora
Germany,1.0,0.0,1.0,fora
Slovenia,2.0,2.0,2.0,empate
England,0.0,0.0,0.0,empate
Netherlands,0.0,1.0,0.0,casa
Ghana,1.0,1.0,1.0,empate
Cameroon,2.0,1.0,2.0,fora
Slovakia,2.0,0.0,2.0,fora
Italy,1.0,1.0,1.0,empate
Brazil,1.0,3.0,1.0,casa
Portugal,0.0,7.0,0.0,casa
Chile,0.0,1.0,0.0,casa
Spain,0.0,2.0,0.0,casa
Mexico,1.0,0.0,1.0,fora
France,2.0,1.0,2.0,fora
Nigeria,2.0,2.0,2.0,empate
Greece,2.0,0.0,2.0,fora
Slovenia,1.0,0.0,1.0,fora
USA,0.0,1.0,0.0,casa
Ghana,1.0,0.0,1.0,fora
Australia,1.0,2.0,1.0,casa
Slovakia,2.0,3.0,2.0,casa
Paraguay,0.0,0.0,0.0,empate
Denmark,3.0,1.0,3.0,fora
Cameroon,2.0,1.0,2.0,fora
Portugal,0.0,0.0,0.0,empate
Korea DPR,3.0,0.0,3.0,fora
Chile,2.0,1.0,2.0,fora
Switzerland,0.0,0.0,0.0,empate
Uruguay,1.0,2.0,1.0,casa
USA,2.0,1.0,2.0,fora
Germany,1.0,4.0,1.0,casa
Argentina,1.0,3.0,1.0,casa
Netherlands,1.0,2.0,1.0,casa
Brazil,0.0,3.0,0.0,casa
Paraguay,0.0,0.0,0.0,empate
Spain,0.0,1.0,0.0,casa
Netherlands,1.0,2.0,1.0,casa
Uruguay,1.0,1.0,1.0,empate
Argentina,4.0,0.0,4.0,fora
Paraguay,1.0,0.0,1.0,fora
Uruguay,3.0,2.0,3.0,fora
Germany,1.0,0.0,1.0,fora
Uruguay,3.0,2.0,3.0,fora
Netherlands,1.0,0.0,1.0,fora
Brazil,1.0,3.0,1.0,casa
Mexico,0.0,1.0,0.0,casa
Spain,5.0,1.0,5.0,fora
Chile,1.0,3.0,1.0,casa
Colombia,0.0,3.0,0.0,casa
Uruguay,3.0,1.0,3.0,fora
England,2.0,1.0,2.0,fora
C�te d'Ivoire,1.0,2.0,1.0,casa
Switzerland,1.0,2.0,1.0,casa
France,0.0,3.0,0.0,casa
Argentina,1.0,2.0,1.0,casa
Germany,0.0,4.0,0.0,casa
IR Iran,0.0,0.0,0.0,empate
Ghana,2.0,1.0,2.0,fora
Belgium,1.0,2.0,1.0,casa
Brazil,0.0,0.0,0.0,empate
Russia,1.0,1.0,1.0,empate
Australia,3.0,2.0,3.0,fora
Spain,2.0,0.0,2.0,fora
Cameroon,4.0,0.0,4.0,fora
Colombia,1.0,2.0,1.0,casa
Uruguay,1.0,2.0,1.0,casa
Japan,0.0,0.0,0.0,empate
Italy,1.0,0.0,1.0,fora
Switzerland,5.0,2.0,5.0,fora
Honduras,2.0,1.0,2.0,fora
Argentina,0.0,1.0,0.0,casa
Germany,2.0,2.0,2.0,empate
Nigeria,0.0,1.0,0.0,casa
Belgium,0.0,1.0,0.0,casa
Korea Republic,4.0,2.0,4.0,fora
USA,2.0,2.0,2.0,empate
Australia,3.0,0.0,3.0,fora
Netherlands,0.0,2.0,0.0,casa
Cameroon,4.0,1.0,4.0,fora
Croatia,3.0,1.0,3.0,fora
Italy,1.0,0.0,1.0,fora
Costa Rica,0.0,0.0,0.0,empate
Japan,4.0,1.0,4.0,fora
Greece,1.0,2.0,1.0,casa
Nigeria,3.0,2.0,3.0,fora
"rn"">Bosnia and Herzegovina",1.0,3.0,1.0,casa
Honduras,3.0,0.0,3.0,fora
Ecuador,0.0,0.0,0.0,empate
USA,1.0,0.0,1.0,fora
Portugal,1.0,2.0,1.0,casa
Korea Republic,1.0,0.0,1.0,fora
Algeria,1.0,1.0,1.0,empate
Brazil,1.0,1.0,1.0,empate
Colombia,0.0,2.0,0.0,casa
France,0.0,2.0,0.0,casa
Germany,1.0,2.0,1.0,casa
Brazil,1.0,2.0,1.0,casa
France,1.0,0.0,1.0,fora
Brazil,7.0,1.0,7.0,fora
Brazil,3.0,0.0,3.0,fora
Germany,0.0,1.0,0.0,casa
Netherlands,0.0,0.0,0.0,empate
Netherlands,0.0,0.0,0.0,empate
Argentina,0.0,1.0,0.0,casa
Netherlands,1.0,2.0,1.0,casa
Costa Rica,1.0,1.0,1.0,empate
Argentina,0.0,1.0,0.0,casa
Belgium,1.0,2.0,1.0,casa
Brazil,1.0,1.0,1.0,empate
Colombia,0.0,2.0,0.0,casa
Netherlands,1.0,2.0,1.0,casa
Costa Rica,1.0,1.0,1.0,empate
France,0.0,2.0,0.0,casa
Germany,1.0,2.0,1.0,casa
Argentina,0.0,1.0,0.0,casa
Belgium,1.0,2.0,1.0,casa
France,1.0,0.0,1.0,fora
Brazil,1.0,2.0,1.0,casa
Argentina,0.0,1.0,0.0,casa
Netherlands,0.0,0.0,0.0,empate
Brazil,7.0,1.0,7.0,fora
Netherlands,0.0,0.0,0.0,empate
Brazil,3.0,0.0,3.0,fora
Germany,0.0,1.0,0.0,casa
Netherlands,Liechtenstein,93.0,72.0,casa
Spain,Scotland,94.0,84.0,casa
Austria,England,83.0,88.0,fora
Croatia,Hungary,77.0,74.0,casa
France,Israel,90.0,66.0,casa
Iceland,Bulgaria,78.0,78.0,empate
Italy,Norway,97.0,79.0,casa
Morocco,Tunisia,68.0,51.0,casa
Northern Ireland,Poland,84.0,83.0,casa
Peru,Argentina,53.0,78.0,fora
Romania,North Macedonia,74.0,66.0,casa
Russia,Slovakia,83.0,64.0,casa
Chile,Colombia,81.0,80.0,casa
Congo DR,South Africa,49.0,75.0,fora
Bosnia and Herzegovina,Spain,62.0,94.0,fora
Costa Rica,Canada,72.0,82.0,fora
Germany,Brazil,94.0,93.0,casa
Greece,Turkey,90.0,82.0,casa
Hungary,Iceland,74.0,78.0,fora
Netherlands,Czech Republic,93.0,86.0,casa
Poland,England,83.0,88.0,fora
Portugal,Estonia,82.0,73.0,casa
Scotland,Slovenia,84.0,71.0,casa
Slovakia,Liechtenstein,64.0,72.0,fora
Sweden,Croatia,77.0,77.0,empate
Switzerland,Republic of Ireland,75.0,91.0,fora
Trinidad and Tobago,Mexico,79.0,78.0,casa
Wales,Northern Ireland,72.0,84.0,fora
Argentina,Uruguay,78.0,74.0,casa
Austria,Poland,83.0,83.0,empate
Colombia,Paraguay,80.0,75.0,casa
Croatia,Bulgaria,77.0,78.0,fora
Czech Republic,Romania,86.0,74.0,casa
England,Wales,88.0,72.0,casa
France,Republic of Ireland,90.0,91.0,fora
Israel,Switzerland,66.0,75.0,fora
Liechtenstein,Portugal,72.0,82.0,fora
North Macedonia,Netherlands,66.0,93.0,fora
Scotland,Norway,84.0,79.0,casa
Slovenia,Italy,71.0,97.0,fora
Spain,Belgium,94.0,75.0,casa
Sweden,Hungary,77.0,74.0,casa
Brazil,Colombia,93.0,80.0,casa
Canada,Costa Rica,82.0,72.0,casa
Chile,Argentina,81.0,78.0,casa
Denmark,Turkey,82.0,82.0,empate
Iceland,Sweden,78.0,77.0,casa
Mexico,Trinidad and Tobago,78.0,79.0,fora
Netherlands,Finland,93.0,85.0,casa
Northern Ireland,Austria,84.0,83.0,casa
Norway,Slovenia,79.0,71.0,casa
Oman,Japan,70.0,59.0,casa
Paraguay,Peru,75.0,53.0,casa
Portugal,Russia,82.0,83.0,fora
Wales,Poland,72.0,83.0,fora
Australia,Norway,83.0,79.0,casa
Republic of Ireland,Croatia,91.0,77.0,casa
Algeria,Senegal,65.0,75.0,fora
France,Poland,90.0,83.0,casa
Germany,Cameroon,94.0,74.0,casa
Italy,Finland,97.0,85.0,casa
North Macedonia,Czech Republic,66.0,86.0,fora
Peru,Chile,53.0,81.0,fora
Russia,Estonia,83.0,73.0,casa
Scotland,Sweden,84.0,77.0,casa
Slovakia,Slovenia,64.0,71.0,fora
South Africa,Nigeria,75.0,75.0,empate
Spain,England,94.0,88.0,casa
Uruguay,Paraguay,74.0,75.0,fora
USA,Jamaica,89.0,63.0,casa
Hungary,Slovakia,74.0,64.0,casa
Hungary,Estonia,74.0,73.0,casa
Finland,Oman,85.0,70.0,casa
Japan,Germany,59.0,94.0,fora
Korea Republic,Germany,76.0,94.0,fora
Colombia,Korea Republic,80.0,76.0,casa
Paraguay,Korea Republic,75.0,76.0,fora
Sweden,Korea Republic,77.0,76.0,casa
Mexico,Sweden,78.0,77.0,casa
Côte d'Ivoire,Congo DR,73.0,49.0,casa
Cameroon,Senegal,74.0,75.0,fora
Costa Rica,Mexico,72.0,78.0,fora
England,Netherlands,88.0,93.0,fora
France,Sweden,90.0,77.0,casa
Germany,Argentina,94.0,78.0,casa
Greece,Denmark,90.0,82.0,casa
Republic of Ireland,Portugal,91.0,82.0,casa
Israel,Croatia,66.0,77.0,fora
Italy,Russia,97.0,83.0,casa
Northern Ireland,Canada,84.0,82.0,casa
Romania,Slovakia,74.0,64.0,casa
Slovenia,Czech Republic,71.0,86.0,fora
South Africa,Australia,75.0,83.0,fora
Trinidad and Tobago,USA,79.0,89.0,fora
Wales,Hungary,72.0,74.0,fora
Jamaica,Trinidad and Tobago,63.0,79.0,fora
Mexico,Colombia,78.0,80.0,fora
Mexico,Argentina,78.0,78.0,empate
USA,Colombia,89.0,80.0,casa
Belgium,Bosnia and Herzegovina,75.0,62.0,casa
Bulgaria,Sweden,78.0,77.0,casa
Chile,Uruguay,81.0,74.0,casa
Croatia,Iceland,77.0,78.0,fora
Czech Republic,Finland,86.0,85.0,casa
England,Northern Ireland,88.0,84.0,casa
Estonia,Slovakia,73.0,64.0,casa
France,Switzerland,90.0,75.0,casa
Israel,Republic of Ireland,66.0,91.0,fora
Italy,Scotland,97.0,84.0,casa
Liechtenstein,Russia,72.0,83.0,fora
Portugal,Canada,82.0,82.0,empate
Romania,Netherlands,74.0,93.0,fora
Slovenia,Germany,71.0,94.0,fora
Spain,China PR,94.0,65.0,casa
Wales,Austria,72.0,83.0,fora
Brazil,Peru,93.0,53.0,casa
Mexico,USA,78.0,89.0,fora
Republic of Ireland,China PR,91.0,65.0,casa
Argentina,Colombia,78.0,80.0,fora
Austria,Wales,83.0,72.0,casa
Estonia,Russia,73.0,83.0,fora
Hungary,Bulgaria,74.0,78.0,fora
Israel,France,66.0,90.0,fora
Italy,Iceland,97.0,78.0,casa
North Macedonia,Romania,66.0,74.0,fora
Paraguay,Chile,75.0,81.0,fora
Poland,Northern Ireland,83.0,84.0,fora
Slovakia,Portugal,64.0,82.0,fora
Trinidad and Tobago,Costa Rica,79.0,72.0,casa
Uruguay,Brazil,74.0,93.0,fora
Estonia,Norway,73.0,79.0,fora
Mexico,Poland,78.0,83.0,fora
Japan,Peru,59.0,53.0,casa
Norway,Costa Rica,79.0,72.0,casa
Tunisia,Angola,51.0,66.0,fora
USA,England,89.0,88.0,casa
Colombia,England,80.0,88.0,fora
France,Hungary,90.0,74.0,casa
Finland,Denmark,85.0,82.0,casa
Bulgaria,Croatia,78.0,77.0,casa
Colombia,Peru,80.0,53.0,casa
Estonia,Liechtenstein,73.0,72.0,casa
Iceland,Hungary,78.0,74.0,casa
Republic of Ireland,Israel,91.0,66.0,casa
Netherlands,Romania,93.0,74.0,casa
Northern Ireland,Germany,84.0,94.0,fora
Norway,Italy,79.0,97.0,fora
Portugal,Slovakia,82.0,64.0,casa
Turkey,Greece,82.0,90.0,fora
USA,Costa Rica,89.0,72.0,casa
Angola,Algeria,66.0,65.0,casa
Brazil,Paraguay,93.0,75.0,casa
Peru,Uruguay,53.0,74.0,fora
Argentina,Brazil,78.0,93.0,fora
Czech Republic,North Macedonia,86.0,66.0,casa
Estonia,Portugal,73.0,82.0,fora
Finland,Netherlands,85.0,93.0,fora
Germany,Russia,94.0,83.0,casa
Mexico,Trinidad and Tobago,78.0,79.0,fora
Spain,Bosnia and Herzegovina,94.0,62.0,casa
Sweden,Norway,77.0,79.0,fora
Australia,New Zealand,83.0,67.0,casa
Argentina,Tunisia,78.0,51.0,casa
Germany,Australia,94.0,83.0,casa
Brazil,Greece,93.0,90.0,casa
Japan,Mexico,59.0,78.0,fora
Australia,Argentina,83.0,78.0,casa
Germany,Tunisia,94.0,51.0,casa
Nigeria,Angola,75.0,66.0,casa
Senegal,Togo,75.0,62.0,casa
China PR,Costa Rica,65.0,72.0,fora
Greece,Japan,90.0,59.0,casa
Mexico,Brazil,78.0,93.0,fora
Australia,Tunisia,83.0,51.0,casa
Germany,Argentina,94.0,78.0,casa
China PR,Costa Rica,65.0,72.0,fora
Greece,Mexico,90.0,78.0,casa
Japan,Brazil,59.0,93.0,fora
Germany,Brazil,94.0,93.0,casa
Mexico,Argentina,78.0,78.0,empate
Brazil,Argentina,93.0,78.0,casa
Germany,Mexico,94.0,78.0,casa
Canada,Costa Rica,82.0,72.0,casa
South Africa,Mexico,75.0,78.0,fora
USA,Canada,89.0,82.0,casa
Jamaica,South Africa,63.0,75.0,fora
Colombia,Trinidad and Tobago,80.0,79.0,casa
USA,Costa Rica,89.0,72.0,casa
Mexico,Jamaica,78.0,63.0,casa
USA,Jamaica,89.0,63.0,casa
Mexico,Colombia,78.0,80.0,fora
Korea Republic,China PR,76.0,65.0,casa
Japan,China PR,59.0,65.0,fora
Korea Republic,Japan,76.0,59.0,casa
Austria,Scotland,83.0,84.0,fora
Belgium,Greece,75.0,90.0,fora
Bulgaria,Turkey,78.0,82.0,fora
Croatia,Brazil,77.0,93.0,fora
Denmark,England,82.0,88.0,fora
Estonia,Bosnia and Herzegovina,73.0,62.0,casa
France,Côte d'Ivoire,90.0,73.0,casa
Hungary,Argentina,74.0,78.0,fora
Iceland,South Africa,78.0,75.0,casa
Republic of Ireland,Italy,91.0,97.0,fora
Liechtenstein,Slovakia,72.0,64.0,casa
North Macedonia,Finland,66.0,85.0,fora
Mexico,Costa Rica,78.0,72.0,casa
Morocco,Togo,68.0,62.0,casa
Netherlands,Germany,93.0,94.0,fora
Norway,Switzerland,79.0,75.0,casa
Peru,Chile,53.0,81.0,fora
Poland,Israel,83.0,66.0,casa
Spain,Uruguay,94.0,74.0,casa
Sweden,Czech Republic,77.0,86.0,fora
USA,Trinidad and Tobago,89.0,79.0,casa
Wales,Slovenia,72.0,71.0,casa
Bosnia and Herzegovina,Belgium,62.0,74.0,fora
Iceland,Croatia,78.0,77.0,casa
Paraguay,Argentina,81.0,87.0,fora
Poland,Austria,88.0,83.0,casa
Romania,Czech Republic,74.0,94.0,fora
Russia,Liechtenstein,87.0,68.0,casa
Scotland,Italy,74.0,95.0,fora
Slovakia,Germany,72.0,93.0,fora
Slovenia,Norway,76.0,79.0,fora
Spain,Canada,95.0,73.0,casa
Sweden,Bulgaria,80.0,72.0,casa
Switzerland,Israel,75.0,69.0,casa
Turkey,Denmark,76.0,81.0,fora
USA,Mexico,84.0,83.0,casa
Wales,England,74.0,87.0,fora
Côte d'Ivoire,Cameroon,69.0,84.0,fora
Togo,Liberia,67.0,61.0,casa
Uruguay,Colombia,82.0,75.0,casa
Bulgaria,Iceland,72.0,78.0,fora
Costa Rica,Trinidad and Tobago,72.0,73.0,fora
Finland,North Macedonia,85.0,71.0,casa
Germany,South Africa,93.0,75.0,casa
Hungary,Sweden,78.0,80.0,fora
Republic of Ireland,France,87.0,90.0,fora
Northern Ireland,England,84.0,87.0,fora
Norway,Scotland,79.0,74.0,casa
Poland,Wales,88.0,74.0,casa
Russia,Portugal,87.0,83.0,casa
Poland,Iceland,88.0,78.0,casa
Belgium,Spain,74.0,95.0,fora
Bulgaria,Hungary,72.0,78.0,fora
Costa Rica,USA,72.0,84.0,fora
Croatia,Sweden,77.0,80.0,fora
Czech Republic,Netherlands,94.0,86.0,casa
Denmark,Greece,81.0,85.0,fora
England,Austria,87.0,83.0,casa
Finland,Romania,85.0,74.0,casa
Italy,Slovenia,95.0,76.0,casa
Northern Ireland,Wales,84.0,74.0,casa
Portugal,Liechtenstein,83.0,68.0,casa
Slovakia,Estonia,72.0,73.0,fora
South Africa,Congo DR,75.0,62.0,casa
Switzerland,France,75.0,90.0,fora
Tunisia,Morocco,67.0,63.0,casa
Turkey,Germany,76.0,93.0,fora
Australia,Jamaica,83.0,63.0,casa
Austria,Northern Ireland,83.0,84.0,fora
England,Poland,87.0,88.0,fora
Finland,Czech Republic,85.0,94.0,fora
Germany,China PR,93.0,65.0,casa
Hungary,Croatia,78.0,77.0,casa
Republic of Ireland,Switzerland,87.0,75.0,casa
Netherlands,North Macedonia,86.0,71.0,casa
Paraguay,Colombia,81.0,75.0,casa
Slovakia,Russia,72.0,87.0,fora
Slovenia,Scotland,76.0,74.0,casa
Sweden,Iceland,80.0,78.0,casa
Trinidad and Tobago,Mexico,73.0,83.0,fora
Uruguay,Argentina,82.0,87.0,fora
Mexico,Uruguay,83.0,82.0,casa
France,Costa Rica,90.0,72.0,casa
Congo DR,Tunisia,62.0,67.0,fora
Paraguay,Togo,81.0,67.0,casa
England,Argentina,87.0,87.0,empate
Finland,Estonia,85.0,73.0,casa
France,Germany,90.0,93.0,fora
Korea Republic,Sweden,76.0,80.0,fora
Liechtenstein,North Macedonia,68.0,71.0,fora
Netherlands,Italy,86.0,95.0,fora
Norway,Czech Republic,79.0,94.0,fora
Portugal,Croatia,83.0,77.0,casa
Romania,Côte d'Ivoire,74.0,69.0,casa
Scotland,USA,74.0,84.0,fora
South Africa,Senegal,75.0,75.0,empate
Spain,Slovakia,95.0,72.0,casa
Switzerland,Turkey,75.0,76.0,fora
Uruguay,Australia,82.0,83.0,fora
Morocco,Cameroon,63.0,84.0,fora
Northern Ireland,Portugal,84.0,83.0,casa
Australia,Uruguay,83.0,82.0,casa
Czech Republic,Norway,94.0,79.0,casa
Greece,Hungary,85.0,78.0,casa
Côte d'Ivoire,Italy,69.0,95.0,fora
Mexico,Bulgaria,83.0,72.0,casa
Poland,Estonia,88.0,73.0,casa
Romania,Nigeria,74.0,81.0,fora
Slovakia,Spain,72.0,95.0,fora
Turkey,Switzerland,76.0,75.0,casa
Mexico,Hungary,83.0,78.0,casa
Morocco,Congo DR,63.0,62.0,casa
Senegal,Congo DR,75.0,62.0,casa
Morocco,Angola,63.0,66.0,fora
Cameroon,Angola,84.0,66.0,casa
Greece,Korea Republic,85.0,76.0,casa
Morocco,Côte d'Ivoire,63.0,69.0,fora
Togo,Congo DR,67.0,62.0,casa
USA,Canada,84.0,73.0,casa
Angola,Congo DR,66.0,62.0,casa
Cameroon,Togo,84.0,67.0,casa
Finland,Korea Republic,85.0,76.0,casa
Mexico,Norway,83.0,79.0,casa
Tunisia,South Africa,67.0,75.0,fora
Angola,Togo,66.0,67.0,fora
Cameroon,Congo DR,84.0,62.0,casa
Korea Republic,Croatia,76.0,77.0,fora
USA,Norway,84.0,79.0,casa
Nigeria,Senegal,81.0,75.0,casa
Cameroon,Côte d'Ivoire,84.0,69.0,casa
Nigeria,Tunisia,81.0,67.0,casa
Nigeria,Côte d'Ivoire,81.0,69.0,casa
Senegal,Nigeria,75.0,81.0,fora
Costa Rica,Korea Republic,72.0,76.0,fora
Mexico,Korea Republic,83.0,76.0,casa
Iceland,Trinidad and Tobago,78.0,73.0,casa
Argentina,Croatia,87.0,77.0,casa
Austria,Canada,83.0,73.0,casa
England,Uruguay,87.0,82.0,casa
France,Slovakia,90.0,72.0,casa
Republic of Ireland,Sweden,87.0,80.0,casa
Israel,Denmark,69.0,81.0,fora
Italy,Germany,95.0,93.0,casa
Korea Republic,Angola,76.0,66.0,casa
North Macedonia,Bulgaria,71.0,72.0,fora
Northern Ireland,Estonia,84.0,73.0,casa
Poland,USA,88.0,84.0,casa
Russia,Brazil,87.0,91.0,fora
Scotland,Switzerland,74.0,75.0,fora
Senegal,Norway,75.0,79.0,fora
Slovenia,Romania,76.0,74.0,casa
Spain,Côte d'Ivoire,95.0,69.0,casa
Tunisia,Serbia,67.0,75.0,fora
Turkey,Czech Republic,76.0,94.0,fora
Wales,Paraguay,74.0,81.0,fora
Germany,USA,93.0,84.0,casa
Mexico,Paraguay,83.0,81.0,casa
USA,Jamaica,84.0,63.0,casa
Bulgaria,Scotland,72.0,74.0,fora
Mexico,Congo DR,83.0,62.0,casa
Slovakia,Belgium,72.0,74.0,fora
Northern Ireland,Uruguay,84.0,82.0,casa
Austria,Croatia,83.0,77.0,casa
Korea Republic,Senegal,76.0,75.0,casa
Romania,Uruguay,74.0,82.0,fora
USA,Morocco,84.0,63.0,casa
Belgium,Turkey,74.0,76.0,fora
Norway,Paraguay,79.0,81.0,fora
Australia,Greece,83.0,85.0,fora
Sweden,Finland,80.0,85.0,fora
Korea Republic,Bosnia and Herzegovina,76.0,62.0,casa
Romania,Northern Ireland,74.0,84.0,fora
Denmark,Paraguay,81.0,81.0,empate
France,Mexico,90.0,83.0,casa
Netherlands,Cameroon,86.0,84.0,casa
Romania,Colombia,74.0,75.0,fora
Serbia,Uruguay,75.0,82.0,fora
Spain,Russia,95.0,87.0,casa
Switzerland,Côte d'Ivoire,75.0,69.0,casa
Wales,Trinidad and Tobago,74.0,73.0,casa
Turkey,Estonia,76.0,73.0,casa
Argentina,Angola,87.0,66.0,casa
Czech Republic,Costa Rica,94.0,72.0,casa
England,Hungary,87.0,78.0,casa
Poland,Colombia,88.0,75.0,casa
France,Denmark,90.0,81.0,casa
Slovenia,Trinidad and Tobago,76.0,73.0,casa
Switzerland,Italy,75.0,95.0,fora
Netherlands,Mexico,86.0,83.0,casa
Norway,Korea Republic,79.0,76.0,casa
Angola,Turkey,66.0,76.0,fora
Germany,Colombia,93.0,75.0,casa
Liechtenstein,Togo,68.0,67.0,casa
Tunisia,Uruguay,67.0,82.0,fora
Croatia,Poland,77.0,88.0,fora
Czech Republic,Trinidad and Tobago,94.0,73.0,casa
England,Jamaica,87.0,63.0,casa
Switzerland,China PR,75.0,65.0,casa
Colombia,Morocco,75.0,63.0,casa
Netherlands,Australia,86.0,83.0,casa
Slovenia,Côte d'Ivoire,76.0,69.0,casa
Turkey,North Macedonia,76.0,71.0,casa
Australia,Liechtenstein,83.0,68.0,casa
France,China PR,90.0,65.0,casa
Spain,Croatia,95.0,77.0,casa
Germany,Costa Rica,93.0,72.0,casa
Argentina,Côte d'Ivoire,87.0,69.0,casa
England,Paraguay,87.0,81.0,casa
Trinidad and Tobago,Sweden,73.0,80.0,fora
Angola,Portugal,66.0,83.0,fora
Serbia,Netherlands,75.0,86.0,fora
USA,Czech Republic,84.0,94.0,fora
Brazil,Croatia,91.0,77.0,casa
France,Switzerland,90.0,75.0,casa
Korea Republic,Togo,76.0,67.0,casa
Germany,Poland,93.0,88.0,casa
England,Trinidad and Tobago,87.0,73.0,casa
Sweden,Paraguay,80.0,81.0,fora
Argentina,Serbia,87.0,75.0,casa
Mexico,Angola,83.0,66.0,casa
Netherlands,Côte d'Ivoire,86.0,69.0,casa
Italy,USA,95.0,84.0,casa
Brazil,Australia,91.0,83.0,casa
France,Korea Republic,90.0,76.0,casa
Spain,Tunisia,95.0,67.0,casa
Togo,Switzerland,67.0,75.0,fora
Costa Rica,Poland,72.0,88.0,fora
Paraguay,Trinidad and Tobago,81.0,73.0,casa
Sweden,England,80.0,87.0,fora
Côte d'Ivoire,Serbia,69.0,75.0,fora
Netherlands,Argentina,86.0,87.0,fora
Portugal,Mexico,83.0,83.0,empate
Croatia,Australia,77.0,83.0,fora
Czech Republic,Italy,94.0,95.0,fora
Switzerland,Korea Republic,75.0,76.0,fora
Togo,France,67.0,90.0,fora
Argentina,Mexico,87.0,83.0,casa
Germany,Sweden,93.0,80.0,casa
Portugal,Netherlands,83.0,86.0,fora
Italy,Australia,95.0,83.0,casa
Spain,France,95.0,90.0,casa
Germany,Argentina,93.0,87.0,casa
Brazil,France,91.0,90.0,casa
England,Portugal,87.0,83.0,casa
Germany,Italy,93.0,95.0,fora
Portugal,France,83.0,90.0,fora
Germany,Portugal,93.0,83.0,casa
Italy,France,95.0,90.0,casa
Iceland,Spain,78.0,95.0,fora
Slovenia,Israel,76.0,69.0,casa
Wales,Bulgaria,74.0,72.0,casa
Austria,Hungary,83.0,78.0,casa
Bosnia and Herzegovina,France,62.0,90.0,fora
Czech Republic,Serbia,94.0,75.0,casa
Denmark,Poland,81.0,88.0,fora
England,Greece,87.0,85.0,casa
Estonia,North Macedonia,73.0,71.0,casa
Finland,Northern Ireland,85.0,84.0,casa
Germany,Sweden,93.0,80.0,casa
Republic of Ireland,Netherlands,87.0,86.0,casa
Italy,Croatia,95.0,77.0,casa
Côte d'Ivoire,Senegal,69.0,75.0,fora
Liechtenstein,Switzerland,68.0,75.0,fora
Norway,Brazil,79.0,91.0,fora
Denmark,Portugal,78.0,81.0,fora
Czech Republic,Wales,89.0,73.0,casa
Estonia,Israel,73.0,74.0,fora
Germany,Republic of Ireland,88.0,84.0,casa
Hungary,Norway,76.0,75.0,casa
Northern Ireland,Iceland,75.0,73.0,casa
Poland,Finland,82.0,81.0,casa
Romania,Bulgaria,74.0,75.0,fora
Spain,Liechtenstein,89.0,64.0,casa
Argentina,Brazil,84.0,88.0,fora
Canada,Jamaica,72.0,59.0,casa
Wales,Brazil,73.0,88.0,fora
Bosnia and Herzegovina,Hungary,72.0,76.0,fora
Bulgaria,Slovenia,75.0,71.0,casa
Finland,Portugal,81.0,81.0,empate
France,Italy,92.0,93.0,fora
Iceland,Denmark,73.0,78.0,fora
North Macedonia,England,76.0,86.0,fora
Northern Ireland,Spain,75.0,89.0,fora
Poland,Serbia,82.0,78.0,casa
Russia,Croatia,86.0,77.0,casa
Slovakia,Czech Republic,70.0,89.0,fora
Sweden,Liechtenstein,83.0,64.0,casa
Liechtenstein,Austria,64.0,79.0,fora
Australia,Paraguay,72.0,75.0,fora
Bulgaria,Netherlands,75.0,87.0,fora
Denmark,Northern Ireland,78.0,75.0,casa
England,North Macedonia,86.0,76.0,casa
Greece,Norway,84.0,75.0,casa
Hungary,Turkey,76.0,84.0,fora
Italy,Ukraine,93.0,82.0,casa
Russia,Israel,86.0,74.0,casa
Scotland,France,79.0,92.0,fora
Serbia,Belgium,78.0,74.0,casa
Sweden,Spain,83.0,89.0,fora
Wales,Slovakia,73.0,70.0,casa
Jamaica,Canada,59.0,72.0,fora
Korea Republic,Ghana,76.0,66.0,casa
Mali,Togo,62.0,68.0,fora
Brazil,Ecuador,88.0,65.0,casa
Austria,Switzerland,79.0,73.0,casa
Bosnia and Herzegovina,Greece,72.0,84.0,fora
Croatia,England,77.0,86.0,fora
Iceland,Sweden,73.0,83.0,fora
Republic of Ireland,Czech Republic,84.0,89.0,fora
